Index,Region,Abbrev_name,Year,Week,Week_seq,Count
1627,Misiones,R14,2013,15,67,0
1628,Misiones,R14,2013,16,68,50
1629,Misiones,R14,2013,17,69,0
1630,Misiones,R14,2013,18,70,1
1631,Misiones,R14,2013,19,71,1
1632,Misiones,R14,2013,20,72,0
1633,Misiones,R14,2013,21,73,13
1634,Misiones,R14,2013,22,74,0
1635,Misiones,R14,2013,23,75,0
1636,Misiones,R14,2013,24,76,0
1637,Misiones,R14,2013,25,77,0
1638,Misiones,R14,2013,26,78,0
1639,Misiones,R14,2013,27,79,13
1640,Misiones,R14,2013,28,80,0
1641,Misiones,R14,2013,29,81,0
1642,Misiones,R14,2013,30,82,0
1643,Misiones,R14,2013,31,83,13
1644,Misiones,R14,2013,32,84,0
1645,Misiones,R14,2013,33,85,0
1646,Misiones,R14,2013,34,86,2
1647,Misiones,R14,2013,35,87,0
1648,Misiones,R14,2013,36,88,0
1649,Misiones,R14,2013,37,89,0
1650,Misiones,R14,2013,38,90,0
1651,Misiones,R14,2013,39,91,0
1652,Misiones,R14,2013,40,92,0
1653,Misiones,R14,2013,41,93,0
1654,Misiones,R14,2013,42,94,0
1655,Misiones,R14,2013,43,95,0
1656,Misiones,R14,2013,44,96,0
1657,Misiones,R14,2013,45,97,0
1658,Misiones,R14,2013,46,98,0
1659,Misiones,R14,2013,47,99,0
1660,Misiones,R14,2013,48,100,0
1661,Misiones,R14,2013,49,101,0
1662,Misiones,R14,2013,50,102,0
1663,Misiones,R14,2013,51,103,0
1664,Misiones,R14,2013,52,104,0
1665,Ñeembucú,R15,2013,1,53,0
1666,Ñeembucú,R15,2013,2,54,0
1667,Ñeembucú,R15,2013,3,55,1
1668,Ñeembucú,R15,2013,4,56,0
1669,Ñeembucú,R15,2013,5,57,6
1670,Ñeembucú,R15,2013,6,58,2
1671,Ñeembucú,R15,2013,7,59,4
1672,Ñeembucú,R15,2013,8,60,3
1673,Ñeembucú,R15,2013,9,61,0
1674,Ñeembucú,R15,2013,10,62,2
1675,Ñeembucú,R15,2013,11,63,0
1676,Ñeembucú,R15,2013,12,64,0
1677,Ñeembucú,R15,2013,13,65,18
1678,Ñeembucú,R15,2013,14,66,0
1679,Ñeembucú,R15,2013,15,67,0
1680,Ñeembucú,R15,2013,16,68,3
1681,Ñeembucú,R15,2013,17,69,2
1682,Ñeembucú,R15,2013,18,70,0
1683,Ñeembucú,R15,2013,19,71,42
1684,Ñeembucú,R15,2013,20,72,4
1685,Ñeembucú,R15,2013,21,73,0
1686,Ñeembucú,R15,2013,22,74,15
1687,Ñeembucú,R15,2013,23,75,0
1688,Ñeembucú,R15,2013,24,76,0
1689,Ñeembucú,R15,2013,25,77,0
1690,Ñeembucú,R15,2013,26,78,0
1691,Ñeembucú,R15,2013,27,79,0
1692,Ñeembucú,R15,2013,28,80,0
1693,Ñeembucú,R15,2013,29,81,0
1694,Ñeembucú,R15,2013,30,82,0
1695,Ñeembucú,R15,2013,31,83,2
1696,Ñeembucú,R15,2013,32,84,0
1697,Ñeembucú,R15,2013,33,85,0
1698,Ñeembucú,R15,2013,34,86,0
1699,Ñeembucú,R15,2013,35,87,0
1700,Ñeembucú,R15,2013,36,88,0
1701,Ñeembucú,R15,2013,37,89,0
1702,Ñeembucú,R15,2013,38,90,0
1703,Ñeembucú,R15,2013,39,91,0
1704,Ñeembucú,R15,2013,40,92,0
1705,Ñeembucú,R15,2013,41,93,0
1706,Ñeembucú,R15,2013,42,94,0
1707,Ñeembucú,R15,2013,43,95,0
1708,Ñeembucú,R15,2013,44,96,0
1709,Ñeembucú,R15,2013,45,97,0
1710,Ñeembucú,R15,2013,46,98,0
1711,Ñeembucú,R15,2013,47,99,0
1712,Ñeembucú,R15,2013,48,100,0
1713,Ñeembucú,R15,2013,49,101,0
1714,Ñeembucú,R15,2013,50,102,0
1715,Ñeembucú,R15,2013,51,103,0
1716,Ñeembucú,R15,2013,52,104,0
1717,Paraguarí,R16,2013,1,53,2
1718,Paraguarí,R16,2013,2,54,0
1719,Paraguarí,R16,2013,3,55,21
1720,Paraguarí,R16,2013,4,56,0
1721,Paraguarí,R16,2013,5,57,26
1722,Paraguarí,R16,2013,6,58,24
1723,Paraguarí,R16,2013,7,59,42
1724,Paraguarí,R16,2013,8,60,57
1725,Paraguarí,R16,2013,9,61,60
1726,Paraguarí,R16,2013,10,62,68
1727,Paraguarí,R16,2013,11,63,36
1728,Paraguarí,R16,2013,12,64,42
1729,Paraguarí,R16,2013,13,65,378
1730,Paraguarí,R16,2013,14,66,58
1731,Paraguarí,R16,2013,15,67,0
1732,Paraguarí,R16,2013,16,68,220
1733,Paraguarí,R16,2013,17,69,1
1734,Paraguarí,R16,2013,18,70,209
1735,Paraguarí,R16,2013,19,71,13
1736,Paraguarí,R16,2013,20,72,134
1737,Paraguarí,R16,2013,21,73,120
1738,Paraguarí,R16,2013,22,74,55
1739,Paraguarí,R16,2013,23,75,78
1740,Paraguarí,R16,2013,24,76,6
1741,Paraguarí,R16,2013,25,77,5
1742,Paraguarí,R16,2013,26,78,0
1743,Paraguarí,R16,2013,27,79,5
1744,Paraguarí,R16,2013,28,80,4
1745,Paraguarí,R16,2013,29,81,2
1746,Paraguarí,R16,2013,30,82,1
1747,Paraguarí,R16,2013,31,83,0
1748,Paraguarí,R16,2013,32,84,0
1749,Paraguarí,R16,2013,33,85,0
1750,Paraguarí,R16,2013,34,86,0
1751,Paraguarí,R16,2013,35,87,0
1752,Paraguarí,R16,2013,36,88,0
1753,Paraguarí,R16,2013,37,89,0
1754,Paraguarí,R16,2013,38,90,2
1755,Paraguarí,R16,2013,39,91,0
1756,Paraguarí,R16,2013,40,92,0
1757,Paraguarí,R16,2013,41,93,0
1758,Paraguarí,R16,2013,42,94,0
1759,Paraguarí,R16,2013,43,95,0
1760,Paraguarí,R16,2013,44,96,0
1761,Paraguarí,R16,2013,45,97,0
1762,Paraguarí,R16,2013,46,98,0
1763,Paraguarí,R16,2013,47,99,1
1764,Paraguarí,R16,2013,48,100,0
1765,Paraguarí,R16,2013,49,101,0
1766,Paraguarí,R16,2013,50,102,0
1767,Paraguarí,R16,2013,51,103,0
1768,Paraguarí,R16,2013,52,104,0
1769,Presidente Hayes,R17,2013,1,53,18
1770,Presidente Hayes,R17,2013,2,54,19
1771,Presidente Hayes,R17,2013,3,55,44
1772,Presidente Hayes,R17,2013,4,56,0
1773,Presidente Hayes,R17,2013,5,57,1
1774,Presidente Hayes,R17,2013,6,58,58
1775,Presidente Hayes,R17,2013,7,59,64
1776,Presidente Hayes,R17,2013,8,60,206
1777,Presidente Hayes,R17,2013,9,61,98
1778,Presidente Hayes,R17,2013,10,62,0
1779,Presidente Hayes,R17,2013,11,63,140
1780,Presidente Hayes,R17,2013,12,64,294
1781,Presidente Hayes,R17,2013,13,65,942
1782,Presidente Hayes,R17,2013,14,66,229
1783,Presidente Hayes,R17,2013,15,67,0
1784,Presidente Hayes,R17,2013,16,68,58
1785,Presidente Hayes,R17,2013,17,69,48
1786,Presidente Hayes,R17,2013,18,70,170
1787,Presidente Hayes,R17,2013,19,71,4
1788,Presidente Hayes,R17,2013,20,72,182
1789,Presidente Hayes,R17,2013,21,73,194
1790,Presidente Hayes,R17,2013,22,74,56
1791,Presidente Hayes,R17,2013,23,75,14
1792,Presidente Hayes,R17,2013,24,76,2
1793,Presidente Hayes,R17,2013,25,77,5
1794,Presidente Hayes,R17,2013,26,78,0
1795,Presidente Hayes,R17,2013,27,79,7
1796,Presidente Hayes,R17,2013,28,80,0
1797,Presidente Hayes,R17,2013,29,81,0
1798,Presidente Hayes,R17,2013,30,82,0
1799,Presidente Hayes,R17,2013,31,83,0
1800,Presidente Hayes,R17,2013,32,84,0
1801,Presidente Hayes,R17,2013,33,85,0
1802,Presidente Hayes,R17,2013,34,86,0
1803,Presidente Hayes,R17,2013,35,87,0
1804,Presidente Hayes,R17,2013,36,88,0
1805,Presidente Hayes,R17,2013,37,89,0
1806,Presidente Hayes,R17,2013,38,90,0
1807,Presidente Hayes,R17,2013,39,91,0
1808,Presidente Hayes,R17,2013,40,92,0
1809,Presidente Hayes,R17,2013,41,93,0
1810,Presidente Hayes,R17,2013,42,94,0
1811,Presidente Hayes,R17,2013,43,95,0
1812,Presidente Hayes,R17,2013,44,96,0
1813,Presidente Hayes,R17,2013,45,97,2
1814,Presidente Hayes,R17,2013,46,98,0
1815,Presidente Hayes,R17,2013,47,99,0
1816,Presidente Hayes,R17,2013,48,100,0
1817,Presidente Hayes,R17,2013,49,101,0
1818,Presidente Hayes,R17,2013,50,102,0
1819,Presidente Hayes,R17,2013,51,103,0
1820,Presidente Hayes,R17,2013,52,104,1
1821,San Pedro,R18,2013,1,53,7
1822,San Pedro,R18,2013,2,54,4
1823,San Pedro,R18,2013,3,55,16
1824,San Pedro,R18,2013,4,56,0
1825,San Pedro,R18,2013,5,57,9
1826,San Pedro,R18,2013,6,58,12
1827,San Pedro,R18,2013,7,59,10
1828,San Pedro,R18,2013,8,60,7
1829,San Pedro,R18,2013,9,61,8
1830,San Pedro,R18,2013,10,62,7
1831,San Pedro,R18,2013,11,63,0
1832,San Pedro,R18,2013,12,64,0
1833,San Pedro,R18,2013,13,65,80
1834,San Pedro,R18,2013,14,66,9
1835,San Pedro,R18,2013,15,67,0
1836,San Pedro,R18,2013,16,68,4
1837,San Pedro,R18,2013,17,69,0
1838,San Pedro,R18,2013,18,70,0
1839,San Pedro,R18,2013,19,71,2
1840,San Pedro,R18,2013,20,72,1
1841,San Pedro,R18,2013,21,73,0
1842,San Pedro,R18,2013,22,74,1
1843,San Pedro,R18,2013,23,75,0
1844,San Pedro,R18,2013,24,76,0
1845,San Pedro,R18,2013,25,77,0
1846,San Pedro,R18,2013,26,78,2
1847,San Pedro,R18,2013,27,79,21
1848,San Pedro,R18,2013,28,80,0
1849,San Pedro,R18,2013,29,81,0
1850,San Pedro,R18,2013,30,82,0
1851,San Pedro,R18,2013,31,83,0
1852,San Pedro,R18,2013,32,84,0
1853,San Pedro,R18,2013,33,85,0
1854,San Pedro,R18,2013,34,86,31
1855,San Pedro,R18,2013,35,87,0
1856,San Pedro,R18,2013,36,88,11
1857,San Pedro,R18,2013,37,89,0
1858,San Pedro,R18,2013,38,90,0
1859,San Pedro,R18,2013,39,91,1
1860,San Pedro,R18,2013,40,92,1
1861,San Pedro,R18,2013,41,93,0
1862,San Pedro,R18,2013,42,94,0
1863,San Pedro,R18,2013,43,95,3
1864,San Pedro,R18,2013,44,96,0
1865,San Pedro,R18,2013,45,97,1
1866,San Pedro,R18,2013,46,98,0
1867,San Pedro,R18,2013,47,99,0
1868,San Pedro,R18,2013,48,100,0
1869,San Pedro,R18,2013,49,101,0
1870,San Pedro,R18,2013,50,102,0
1871,San Pedro,R18,2013,51,103,0
1872,San Pedro,R18,2013,52,104,0
1873,Alto Paraguay,R01,2014,1,105,0
1874,Alto Paraguay,R01,2014,2,106,0
1875,Alto Paraguay,R01,2014,3,107,0
1876,Alto Paraguay,R01,2014,4,108,0
1877,Alto Paraguay,R01,2014,5,109,0
1878,Alto Paraguay,R01,2014,6,110,0
1879,Alto Paraguay,R01,2014,7,111,0
1880,Alto Paraguay,R01,2014,8,112,0
1881,Alto Paraguay,R01,2014,9,113,0
1882,Alto Paraguay,R01,2014,10,114,0
1883,Alto Paraguay,R01,2014,11,115,0
1884,Alto Paraguay,R01,2014,12,116,0
1885,Alto Paraguay,R01,2014,13,117,4
1886,Alto Paraguay,R01,2014,14,118,7
1887,Alto Paraguay,R01,2014,15,119,100
1888,Alto Paraguay,R01,2014,16,120,24
1889,Alto Paraguay,R01,2014,17,121,80
1890,Alto Paraguay,R01,2014,18,122,39
1891,Alto Paraguay,R01,2014,19,123,55
1892,Alto Paraguay,R01,2014,20,124,254
1893,Alto Paraguay,R01,2014,21,125,14
1894,Alto Paraguay,R01,2014,22,126,0
1895,Alto Paraguay,R01,2014,23,127,34
1896,Alto Paraguay,R01,2014,24,128,5
1897,Alto Paraguay,R01,2014,25,129,28
1898,Alto Paraguay,R01,2014,26,130,21
1899,Alto Paraguay,R01,2014,27,131,15
1900,Alto Paraguay,R01,2014,28,132,6
1901,Alto Paraguay,R01,2014,29,133,7
1902,Alto Paraguay,R01,2014,30,134,31
1903,Alto Paraguay,R01,2014,31,135,15
1904,Alto Paraguay,R01,2014,32,136,14
1905,Alto Paraguay,R01,2014,33,137,3
1906,Alto Paraguay,R01,2014,34,138,6
1907,Alto Paraguay,R01,2014,35,139,26
1908,Alto Paraguay,R01,2014,36,140,17
1909,Alto Paraguay,R01,2014,37,141,116
1910,Alto Paraguay,R01,2014,38,142,83
1911,Alto Paraguay,R01,2014,39,143,7
1912,Alto Paraguay,R01,2014,40,144,29
1913,Alto Paraguay,R01,2014,41,145,51
1914,Alto Paraguay,R01,2014,42,146,2
1915,Alto Paraguay,R01,2014,43,147,272
1916,Alto Paraguay,R01,2014,44,148,44
1917,Alto Paraguay,R01,2014,45,149,87
1918,Alto Paraguay,R01,2014,46,150,283
1919,Alto Paraguay,R01,2014,47,151,226
1920,Alto Paraguay,R01,2014,48,152,58
1921,Alto Paraguay,R01,2014,49,153,3
1922,Alto Paraguay,R01,2014,50,154,56
1923,Alto Paraguay,R01,2014,51,155,4
1924,Alto Paraguay,R01,2014,52,156,0
1925,Alto Paraná,R02,2014,1,105,0
1926,Alto Paraná,R02,2014,2,106,0
1927,Alto Paraná,R02,2014,3,107,0
1928,Alto Paraná,R02,2014,4,108,0
1929,Alto Paraná,R02,2014,5,109,0
1930,Alto Paraná,R02,2014,6,110,0
1931,Alto Paraná,R02,2014,7,111,0
1932,Alto Paraná,R02,2014,8,112,0
1933,Alto Paraná,R02,2014,9,113,0
1934,Alto Paraná,R02,2014,10,114,0
1935,Alto Paraná,R02,2014,11,115,0
1936,Alto Paraná,R02,2014,12,116,1
1937,Alto Paraná,R02,2014,13,117,0
1938,Alto Paraná,R02,2014,14,118,1
1939,Alto Paraná,R02,2014,15,119,3
1940,Alto Paraná,R02,2014,16,120,0
1941,Alto Paraná,R02,2014,17,121,9
1942,Alto Paraná,R02,2014,18,122,0
1943,Alto Paraná,R02,2014,19,123,49
1944,Alto Paraná,R02,2014,20,124,49
1945,Alto Paraná,R02,2014,21,125,0
1946,Alto Paraná,R02,2014,22,126,0
1947,Alto Paraná,R02,2014,23,127,0
1948,Alto Paraná,R02,2014,24,128,0
1949,Alto Paraná,R02,2014,25,129,13
1950,Alto Paraná,R02,2014,26,130,1
1951,Alto Paraná,R02,2014,27,131,1
1952,Alto Paraná,R02,2014,28,132,0
1953,Alto Paraná,R02,2014,29,133,2
1954,Alto Paraná,R02,2014,30,134,0
1955,Alto Paraná,R02,2014,31,135,5
1956,Alto Paraná,R02,2014,32,136,2
1957,Alto Paraná,R02,2014,33,137,0
1958,Alto Paraná,R02,2014,34,138,0
1959,Alto Paraná,R02,2014,35,139,0
1960,Alto Paraná,R02,2014,36,140,0
1961,Alto Paraná,R02,2014,37,141,2
1962,Alto Paraná,R02,2014,38,142,0
1963,Alto Paraná,R02,2014,39,143,0
1964,Alto Paraná,R02,2014,40,144,26
1965,Alto Paraná,R02,2014,41,145,44
1966,Alto Paraná,R02,2014,42,146,0
1967,Alto Paraná,R02,2014,43,147,266
1968,Alto Paraná,R02,2014,44,148,41
1969,Alto Paraná,R02,2014,45,149,86
1970,Alto Paraná,R02,2014,46,150,263
1971,Alto Paraná,R02,2014,47,151,222
1972,Alto Paraná,R02,2014,48,152,0
1973,Alto Paraná,R02,2014,49,153,0
1974,Alto Paraná,R02,2014,50,154,37
1975,Alto Paraná,R02,2014,51,155,0
1976,Alto Paraná,R02,2014,52,156,0
1977,Amambay,R03,2014,1,105,0
1978,Amambay,R03,2014,2,106,0
1979,Amambay,R03,2014,3,107,0
1980,Amambay,R03,2014,4,108,0
1981,Amambay,R03,2014,5,109,2
1982,Amambay,R03,2014,6,110,0
1983,Amambay,R03,2014,7,111,2
1984,Amambay,R03,2014,8,112,3
1985,Amambay,R03,2014,9,113,2
1986,Amambay,R03,2014,10,114,1
1987,Amambay,R03,2014,11,115,0
1988,Amambay,R03,2014,12,116,2
1989,Amambay,R03,2014,13,117,0
1990,Amambay,R03,2014,14,118,4
1991,Amambay,R03,2014,15,119,1
1992,Amambay,R03,2014,16,120,0
1993,Amambay,R03,2014,17,121,3
1994,Amambay,R03,2014,18,122,0
1995,Amambay,R03,2014,19,123,0
1996,Amambay,R03,2014,20,124,17
1997,Amambay,R03,2014,21,125,3
1998,Amambay,R03,2014,22,126,0
1999,Amambay,R03,2014,23,127,0
2000,Amambay,R03,2014,24,128,5
2001,Amambay,R03,2014,25,129,0
2002,Amambay,R03,2014,26,130,1
2003,Amambay,R03,2014,27,131,4
2004,Amambay,R03,2014,28,132,0
2005,Amambay,R03,2014,29,133,0
2006,Amambay,R03,2014,30,134,0
2007,Amambay,R03,2014,31,135,1
2008,Amambay,R03,2014,32,136,0
2009,Amambay,R03,2014,33,137,1
2010,Amambay,R03,2014,34,138,0
2011,Amambay,R03,2014,35,139,0
2012,Amambay,R03,2014,36,140,7
2013,Amambay,R03,2014,37,141,0
2014,Amambay,R03,2014,38,142,0
2015,Amambay,R03,2014,39,143,0
2016,Amambay,R03,2014,40,144,3
2017,Amambay,R03,2014,41,145,0
2018,Amambay,R03,2014,42,146,0
2019,Amambay,R03,2014,43,147,3
2020,Amambay,R03,2014,44,148,0
2021,Amambay,R03,2014,45,149,0
2022,Amambay,R03,2014,46,150,0
2023,Amambay,R03,2014,47,151,0
2024,Amambay,R03,2014,48,152,0
2025,Amambay,R03,2014,49,153,0
2026,Amambay,R03,2014,50,154,0
2027,Amambay,R03,2014,51,155,0
2028,Amambay,R03,2014,52,156,0
2029,Asunción (Distrito Capital),R04,2014,1,105,0
2030,Asunción (Distrito Capital),R04,2014,2,106,2
2031,Asunción (Distrito Capital),R04,2014,3,107,9
2032,Asunción (Distrito Capital),R04,2014,4,108,8
2033,Asunción (Distrito Capital),R04,2014,5,109,11
2034,Asunción (Distrito Capital),R04,2014,6,110,2
2035,Asunción (Distrito Capital),R04,2014,7,111,3
2036,Asunción (Distrito Capital),R04,2014,8,112,187
2037,Asunción (Distrito Capital),R04,2014,9,113,4
2038,Asunción (Distrito Capital),R04,2014,10,114,2
2039,Asunción (Distrito Capital),R04,2014,11,115,0
2040,Asunción (Distrito Capital),R04,2014,12,116,81
2041,Asunción (Distrito Capital),R04,2014,13,117,0
2042,Asunción (Distrito Capital),R04,2014,14,118,0
2043,Asunción (Distrito Capital),R04,2014,15,119,0
2044,Asunción (Distrito Capital),R04,2014,16,120,0
2045,Asunción (Distrito Capital),R04,2014,17,121,0
2046,Asunción (Distrito Capital),R04,2014,18,122,0
2047,Asunción (Distrito Capital),R04,2014,19,123,0
2048,Asunción (Distrito Capital),R04,2014,20,124,0
2049,Asunción (Distrito Capital),R04,2014,21,125,0
2050,Asunción (Distrito Capital),R04,2014,22,126,0
2051,Asunción (Distrito Capital),R04,2014,23,127,0
2052,Asunción (Distrito Capital),R04,2014,24,128,0
2053,Asunción (Distrito Capital),R04,2014,25,129,0
2054,Asunción (Distrito Capital),R04,2014,26,130,0
2055,Asunción (Distrito Capital),R04,2014,27,131,0
2056,Asunción (Distrito Capital),R04,2014,28,132,0
2057,Asunción (Distrito Capital),R04,2014,29,133,0
2058,Asunción (Distrito Capital),R04,2014,30,134,0
2059,Asunción (Distrito Capital),R04,2014,31,135,0
2060,Asunción (Distrito Capital),R04,2014,32,136,0
2061,Asunción (Distrito Capital),R04,2014,33,137,0
2062,Asunción (Distrito Capital),R04,2014,34,138,0
2063,Asunción (Distrito Capital),R04,2014,35,139,0
2064,Asunción (Distrito Capital),R04,2014,36,140,0
2065,Asunción (Distrito Capital),R04,2014,37,141,0
2066,Asunción (Distrito Capital),R04,2014,38,142,0
2067,Asunción (Distrito Capital),R04,2014,39,143,0
2068,Asunción (Distrito Capital),R04,2014,40,144,0
2069,Asunción (Distrito Capital),R04,2014,41,145,0
2070,Asunción (Distrito Capital),R04,2014,42,146,0
2071,Asunción (Distrito Capital),R04,2014,43,147,0
2072,Asunción (Distrito Capital),R04,2014,44,148,0
2073,Asunción (Distrito Capital),R04,2014,45,149,0
2074,Asunción (Distrito Capital),R04,2014,46,150,0
2075,Asunción (Distrito Capital),R04,2014,47,151,0
2076,Asunción (Distrito Capital),R04,2014,48,152,0
2077,Asunción (Distrito Capital),R04,2014,49,153,0
2078,Asunción (Distrito Capital),R04,2014,50,154,0
2079,Asunción (Distrito Capital),R04,2014,51,155,0
2080,Asunción (Distrito Capital),R04,2014,52,156,0
2081,Boquerón,R05,2014,1,105,0
2082,Boquerón,R05,2014,2,106,0
2083,Boquerón,R05,2014,3,107,0
2084,Boquerón,R05,2014,4,108,0
2085,Boquerón,R05,2014,5,109,0
2086,Boquerón,R05,2014,6,110,0
2087,Boquerón,R05,2014,7,111,0
2088,Boquerón,R05,2014,8,112,0
2089,Boquerón,R05,2014,9,113,0
2090,Boquerón,R05,2014,10,114,0
2091,Boquerón,R05,2014,11,115,0
2092,Boquerón,R05,2014,12,116,0
2093,Boquerón,R05,2014,13,117,0
2094,Boquerón,R05,2014,14,118,0
2095,Boquerón,R05,2014,15,119,0
2096,Boquerón,R05,2014,16,120,0
2097,Boquerón,R05,2014,17,121,0
2098,Boquerón,R05,2014,18,122,0
2099,Boquerón,R05,2014,19,123,0
2100,Boquerón,R05,2014,20,124,0
2101,Boquerón,R05,2014,21,125,0
2102,Boquerón,R05,2014,22,126,0
2103,Boquerón,R05,2014,23,127,0
2104,Boquerón,R05,2014,24,128,0
2105,Boquerón,R05,2014,25,129,0
2106,Boquerón,R05,2014,26,130,1
2107,Boquerón,R05,2014,27,131,0
2108,Boquerón,R05,2014,28,132,0
2109,Boquerón,R05,2014,29,133,0
2110,Boquerón,R05,2014,30,134,0
2111,Boquerón,R05,2014,31,135,0
2112,Boquerón,R05,2014,32,136,0
2113,Boquerón,R05,2014,33,137,0
2114,Boquerón,R05,2014,34,138,0
2115,Boquerón,R05,2014,35,139,0
2116,Boquerón,R05,2014,36,140,0
2117,Boquerón,R05,2014,37,141,0
2118,Boquerón,R05,2014,38,142,0
2119,Boquerón,R05,2014,39,143,0
2120,Boquerón,R05,2014,40,144,0
2121,Boquerón,R05,2014,41,145,0
2122,Boquerón,R05,2014,42,146,0
2123,Boquerón,R05,2014,43,147,0
2124,Boquerón,R05,2014,44,148,0
2125,Boquerón,R05,2014,45,149,0
2126,Boquerón,R05,2014,46,150,0
2127,Boquerón,R05,2014,47,151,0
2128,Boquerón,R05,2014,48,152,0
2129,Boquerón,R05,2014,49,153,0
2130,Boquerón,R05,2014,50,154,0
2131,Boquerón,R05,2014,51,155,0
2132,Boquerón,R05,2014,52,156,0
2133,Caagrazú,R06,2014,1,105,0
2134,Caagrazú,R06,2014,2,106,0
2135,Caagrazú,R06,2014,3,107,0
2136,Caagrazú,R06,2014,4,108,0
2137,Caagrazú,R06,2014,5,109,0
2138,Caagrazú,R06,2014,6,110,0
2139,Caagrazú,R06,2014,7,111,0
2140,Caagrazú,R06,2014,8,112,0
2141,Caagrazú,R06,2014,9,113,0
2142,Caagrazú,R06,2014,10,114,0
2143,Caagrazú,R06,2014,11,115,0
2144,Caagrazú,R06,2014,12,116,1
2145,Caagrazú,R06,2014,13,117,0
2146,Caagrazú,R06,2014,14,118,0
2147,Caagrazú,R06,2014,15,119,0
2148,Caagrazú,R06,2014,16,120,0
2149,Caagrazú,R06,2014,17,121,0
2150,Caagrazú,R06,2014,18,122,0
2151,Caagrazú,R06,2014,19,123,0
2152,Caagrazú,R06,2014,20,124,0
2153,Caagrazú,R06,2014,21,125,0
2154,Caagrazú,R06,2014,22,126,0
2155,Caagrazú,R06,2014,23,127,0
2156,Caagrazú,R06,2014,24,128,0
2157,Caagrazú,R06,2014,25,129,0
2158,Caagrazú,R06,2014,26,130,0
2159,Caagrazú,R06,2014,27,131,0
2160,Caagrazú,R06,2014,28,132,0
2161,Caagrazú,R06,2014,29,133,0
2162,Caagrazú,R06,2014,30,134,0
2163,Caagrazú,R06,2014,31,135,0
2164,Caagrazú,R06,2014,32,136,0
2165,Caagrazú,R06,2014,33,137,0
2166,Caagrazú,R06,2014,34,138,0
2167,Caagrazú,R06,2014,35,139,0
2168,Caagrazú,R06,2014,36,140,0
2169,Caagrazú,R06,2014,37,141,0
2170,Caagrazú,R06,2014,38,142,0
2171,Caagrazú,R06,2014,39,143,0
2172,Caagrazú,R06,2014,40,144,0
2173,Caagrazú,R06,2014,41,145,0
2174,Caagrazú,R06,2014,42,146,0
2175,Caagrazú,R06,2014,43,147,0
2176,Caagrazú,R06,2014,44,148,0
2177,Caagrazú,R06,2014,45,149,0
2178,Caagrazú,R06,2014,46,150,0
2179,Caagrazú,R06,2014,47,151,0
2180,Caagrazú,R06,2014,48,152,0
2181,Caagrazú,R06,2014,49,153,0
2182,Caagrazú,R06,2014,50,154,0
2183,Caagrazú,R06,2014,51,155,0
2184,Caagrazú,R06,2014,52,156,0
2185,Caazapá,R07,2014,1,105,0
2186,Caazapá,R07,2014,2,106,0
2187,Caazapá,R07,2014,3,107,0
2188,Caazapá,R07,2014,4,108,0
2189,Caazapá,R07,2014,5,109,0
2190,Caazapá,R07,2014,6,110,0
2191,Caazapá,R07,2014,7,111,0
2192,Caazapá,R07,2014,8,112,0
2193,Caazapá,R07,2014,9,113,0
2194,Caazapá,R07,2014,10,114,0
2195,Caazapá,R07,2014,11,115,0
2196,Caazapá,R07,2014,12,116,0
2197,Caazapá,R07,2014,13,117,0
2198,Caazapá,R07,2014,14,118,0
2199,Caazapá,R07,2014,15,119,1
2200,Caazapá,R07,2014,16,120,5
2201,Caazapá,R07,2014,17,121,9
2202,Caazapá,R07,2014,18,122,5
2203,Caazapá,R07,2014,19,123,0
2204,Caazapá,R07,2014,20,124,0
2205,Caazapá,R07,2014,21,125,0
2206,Caazapá,R07,2014,22,126,0
2207,Caazapá,R07,2014,23,127,0
2208,Caazapá,R07,2014,24,128,0
2209,Caazapá,R07,2014,25,129,0
2210,Caazapá,R07,2014,26,130,0
2211,Caazapá,R07,2014,27,131,0
2212,Caazapá,R07,2014,28,132,0
2213,Caazapá,R07,2014,29,133,0
2214,Caazapá,R07,2014,30,134,0
2215,Caazapá,R07,2014,31,135,0
2216,Caazapá,R07,2014,32,136,0
2217,Caazapá,R07,2014,33,137,0
2218,Caazapá,R07,2014,34,138,0
2219,Caazapá,R07,2014,35,139,0
2220,Caazapá,R07,2014,36,140,0
2221,Caazapá,R07,2014,37,141,0
2222,Caazapá,R07,2014,38,142,0
2223,Caazapá,R07,2014,39,143,0
2224,Caazapá,R07,2014,40,144,0
2225,Caazapá,R07,2014,41,145,0
2226,Caazapá,R07,2014,42,146,0
2227,Caazapá,R07,2014,43,147,0
2228,Caazapá,R07,2014,44,148,0
2229,Caazapá,R07,2014,45,149,0
2230,Caazapá,R07,2014,46,150,0
2231,Caazapá,R07,2014,47,151,0
2232,Caazapá,R07,2014,48,152,0
2233,Caazapá,R07,2014,49,153,0
2234,Caazapá,R07,2014,50,154,0
2235,Caazapá,R07,2014,51,155,0
2236,Caazapá,R07,2014,52,156,0
2237,Canindeyú,R08,2014,1,105,0
2238,Canindeyú,R08,2014,2,106,0
2239,Canindeyú,R08,2014,3,107,0
2240,Canindeyú,R08,2014,4,108,0
2241,Canindeyú,R08,2014,5,109,0
2242,Canindeyú,R08,2014,6,110,0
2243,Canindeyú,R08,2014,7,111,1
2244,Canindeyú,R08,2014,8,112,0
2245,Canindeyú,R08,2014,9,113,2
2246,Canindeyú,R08,2014,10,114,1
2247,Canindeyú,R08,2014,11,115,1
